Unnamed: 0,country,description,points,price,province,taster_name,title,variety,winery
10549,Italy,"This full-bodied white opens with a delicate fragrance of pressed white flower, citrus zest, dried apricot and a balsamic note. The round palate delivers lemon drop, yellow peach, tangerine and a touch of vanilla alongside fresh acidity. It closes with an almond accent.",90,40.0,Lombardy,Kerin O’Keefe,Zenato 2012 Sergio Zenato Riserva  (Lugana),Turbiana,Zenato
10550,Chile,"Spicy aromas of cedar, tree bark and herbal red-berry fruits announce a fruity, flush palate with flavors of raspberry and plum accented by woody chocolate. Dry, spicy, peppery flavors rest comfortably on a balanced finish.",89,20.0,Maipo Valley,Michael Schachner,Bodega Volcanes de Chile 2011 Tectonia Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Bodega Volcanes de Chile
10551,Australia,"This is a lean, austere—even a bit severe—Riesling that looks to need a good five years or more to mellow. Crushed stone and citrus pith finish long and painfully tart.",89,35.0,South Australia,Joe Czerwinski,Kilikanoon 2013 Mort's Reserve Riesling (Clare Valley),Riesling,Kilikanoon
10552,Italy,"A blend of 60% Gaglioppo and 40% Cabernet Sauvignon, this polished red conveys aromas of underbrush, cassis, grilled herb and red currant. The juicy palate delivers crushed black cherry, ground pepper, licorice, clove and a coffee note alongside velvety tannins.",89,30.0,Southern Italy,Kerin O’Keefe,Librandi 2011 Gravello Red (Val di Neto),Red Blend,Librandi
10553,Italy,"Aromas of wildflower, hay, stone fruit and citrus lead the nose. The vibrant palate delivers tart Granny Smith apple, juicy citrus and peach alongside crisp acidity. The clean finish closes on an almond note.",89,18.0,Lombardy,Kerin O’Keefe,Marangona 2014  Lugana,Turbiana,Marangona
10554,Italy,"This intensely fragrant wine leads with aromas of red currant and violet. The palate offers strawberry, mandarin orange and almond alongside fresh acidity and delicate tannins. Enjoy soon.",89,17.0,Northeastern Italy,Kerin O’Keefe,Peter Zemmer 2013 Schiava Gentile Schiava (Alto Adige),Schiava,Peter Zemmer
10555,Germany,"Hints of smoke and toast mingle enticingly amidst ripe black plum and cherry in this rich, lusciously textured wine. It's bold and a bit brawny on the palate, but reined in elegantly with a cool mineral tone and bright acidity. It finishes long with a ruffle of soft tannins.",89,28.0,Pfalz,Anna Lee C. Iijima,Pflüger 2012 Friedelsheimer Pinot St. Laurent Red (Pfalz),Red Blend,Pflüger
10556,Portugal,"Viosinho, more often found in the Douro, dominates this ripe and full-bodied wine. Lemon acidity is integrated into the rich yellow fruit flavors to give smoothness and roundness. The intense fruit needs to soften a little, so wait until 2016 to drink.",89,15.0,Lisboa,Roger Voss,Quinta de Chocapalha 2013 Branco White (Lisboa),Portuguese White,Quinta de Chocapalha
10557,US,Heavily toasted charred oak aromas meet maple syrup flavors in this sweet and full-bodied wine. It is heavy on the oaky elements and light on natural-tasting fruit flavors.,84,12.0,California,Jim Gordon,Rhiannon 2015 Red (California),Red Blend,Rhiannon
10558,France,"This is a fat, soft and smooth wine. It has juicy red fruit and acidity, with light tannins that lend support. It's ready to drink.",84,10.0,France Other,Roger Voss,Terre de Vignerons 2016 Le Phare Merlot Merlot (Atlantique),Merlot,Terre de Vignerons
10559,France,"Named after the many lighthouses which guide sailors on the French Atlantic coast, this soft and fruity wine is made from 100% Merlot. Crisp, with plenty of red fruit, it's light and ready to drink.",84,10.0,France Other,Roger Voss,Terre de Vignerons 2016 Le Phare Rosé (Atlantique),Rosé,Terre de Vignerons
10560,France,"With its signature herbal aromas with tangy, grapefruit-like acidity, this wine is light, fruity and ready to drink.",84,10.0,Bordeaux,Roger Voss,Calvet 2016 Limited Release  (Bordeaux Blanc),Sauvignon Blanc,Calvet
10561,France,"Jammy, overripe fruit does not help this wine. Its soft tannins and acidity provide some pleasure, but that clumsy fruit gets in the way.",84,53.0,Bordeaux,Roger Voss,Château de Belcier 2015 Le Pin de Belcier  (Castillon Côtes de Bordeaux),Bordeaux-style Red Blend,Château de Belcier
10562,France,"New wood aromas lead this toasty wine that has spice, high toast flavors and the smallest hint of fruit. If the producer had not been so enthusiastic with the oak, this could have been a good wine.",84,30.0,Bordeaux,Roger Voss,Château Les Bertrands 2015 Nectar Des Bertrands  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Les Bertrands
10563,Portugal,"This is an off-dry wine, soft with strawberry flavors that are balanced by crisp acidity. It is light and fruity—a fine wine to drink as an apéritif.",84,18.0,Lisboa,Roger Voss,DFJ Vinhos 2016 Cara Viva Rosé (Lisboa),Rosé,DFJ Vinhos
10564,Portugal,"This bright, fruity wine is crisp with acidity from the red-currant flavors. A blend of Aragones and Touriga Nacional, it is light with just a touch of tannin. Drink now.",84,15.0,Alentejano,Roger Voss,Dona Maria-Júlio Bastos 2016 Rosé (Alentejano),Rosé,Dona Maria-Júlio Bastos
10566,US,"Aromas of marionberry jam and smoke leap out of the glass, along with orange peel and wilted flower notes that seem a bit unsettled. The flavors are plump around the edges but light in the middle, with a mesquite note that distracts.",84,36.0,Washington,Sean P. Sullivan,Telaya 2015 Boushey Vineyard Malbec (Yakima Valley),Malbec,Telaya
10567,Chile,"Prickly aromas are ruled by pyrazines. This feels heavy and grabby, with a mouthfeel dictated by grape skins. Flat, salty white-fruit flavors finish wan, with a green note of bell pepper.",84,13.0,Casablanca Valley,Michael Schachner,Viña Casablanca 2017 Cefiro Reserva Chardonnay (Casablanca Valley),Chardonnay,Viña Casablanca
10568,US,"This wine has a hot-pink color, effusive strawberry and cherry aromas and then sweet fruit flavors that give a sugary impression on the palate. It's very simple in approach and low in alcohol.",84,8.0,California,Jim Gordon,Woodbridge by Robert Mondavi 2016 White Zinfandel (California),Zinfandel,Woodbridge by Robert Mondavi
10569,Portugal,"This oak-aged blend of Malvasia, Fernão Pires and Viosinho is soft with light green and citrus fruits. There is a creamy texture as well as a touch of spice from the wood. Drink this now.",84,12.0,Douro,Roger Voss,Adega Vila Real 2016 Reserva White (Douro),Portuguese White,Adega Vila Real
10570,Portugal,This is called sweet and that's what it is. The candied sweetness is balanced by some acidity to keep the wine crisp and fruity. It will be fine as an apéritif. Drink now.,84,8.0,Vinho Verde,Roger Voss,Aveleda NV Casal Garcia Sweet White (Vinho Verde),Portuguese White,Aveleda
10571,Portugal,"A subtle pink color, worthy of Provence, marks this wine with its attractive acidity and soft texture. There is only a hint of tannin to remind that this raspberry-flavored wine comes from Syrah. It is crisp and ready to drink.",84,9.0,Península de Setúbal,Roger Voss,Bacalhôa Wines of Portugal 2016 JP Azeitão Syrah Rosé (Península de Setúbal),Rosé,Bacalhôa Wines of Portugal
10572,France,"Soft, fruity and gently ripe, this is a light, easygoing wine. It has a touch of pepper as well as strawberry fruit flavors. Drink now.",84,18.0,Bordeaux,Roger Voss,Château Marot 2016 Collection Grande Réserve Rosé (Bordeaux Rosé),Rosé,Château Marot
10573,Chile,"Herbal berry aromas are accompanied by scents of plastic and latex. On the palate, this feels round and basic. Salty, herbal black-fruit flavors finish chunky and obtuse, with mild bitter notes.",84,15.0,Maipo Valley,Michael Schachner,De Martino 2015 Estate Carmenère (Maipo Valley),Carmenère,De Martino
10574,Uruguay,"Grassy, leathery aromas lack ripeness and concentration. In the mouth, this is high in acidity, with rough tannins. Leathery, lightly weedy plum and currant flavors finish herbal. This Tannat puts up noticeable green notes on the nose, palate and finish.",84,37.0,Uruguay,Michael Schachner,Familia Deicas 2015 Deicas Mar de Piedras Vineyard Tannat (Uruguay),Tannat,Familia Deicas
10575,US,"Nutty, oaky and tart, this stainless steel-fermented white shows a shock of acidity wrapped around freshly cut grass and tropical flavors.",84,22.0,California,Virginie Boone,Geyser Peak 2016 River Ranches Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Geyser Peak
10576,US,Aromas of mushroom and cedar are overpowered by cherry in the form of cough drops and Kool-Aid. Notes of sour cherry and unsweetened cranberry juice are set against piercing acidity. The flavors fall flat on the finish as the acidity rides on.,84,30.0,Virginia,Carrie Dykes,Gray Ghost 2015 Petit Verdot (Virginia),Petit Verdot,Gray Ghost
10577,Chile,"Aromas of asphalt, milk chocolate and generic berry fruits come with notes of creosote and chimney. This feels tannic and a bit flat. Savory, rubbery berry flavors are roasted and taste like oak-based clove on the finish.",84,11.0,Curicó Valley,Michael Schachner,Junta 2015 Momentos Reserva Cabernet Sauvignon (Curicó Valley),Cabernet Sauvignon,Junta
10578,US,"This wine is earthy, peppery and grippy. It is hard to penetrate in its mix of spicy clove and sour fruit.",84,80.0,California,Virginie Boone,Mario Perelli-Minetti 2013 Miriam Reserve Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Mario Perelli-Minetti
10580,US,"This is a thick and somewhat heavy white wine, wrapped in oak and ripe concentrated fruit. The profile is baked apple and pear with a side note of Good & Plenty candy anise.",84,25.0,California,Virginie Boone,Salvestrin 2016 Le Blanc Crystal Springs Vineyard Sauvignon Blanc (St. Helena),Sauvignon Blanc,Salvestrin
10581,Uruguay,"Oak, vanilla and furry berry aromas are raisiny and overly sweet. This Ripasso from dried Tannat grapes weighs in heavy and feels rustic. Saturated toasty flavors of oak, prune and raisin finish dark, minty and chocolaty.",84,40.0,Atlantida,Michael Schachner,Viñedo de los Vientos 2008 Angel's Cuvée Ripasso de Tannat (Atlantida),Tannat,Viñedo de los Vientos
10582,US,"There's something overwhelmingly herbal and weedy about this wine, which shows a simple structure of tannin and lingering flavors of cherry cola.",84,65.0,California,Virginie Boone,Ferrari-Carano 2014 Reserve Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Ferrari-Carano
10583,US,This medium-bodied wine has ripe and semisweet flavors like cherry juice and plum jam that give a soft impression on the palate.,84,19.0,California,Jim Gordon,Hess Select 2014 Treo Winemaker's Red (California),Red Blend,Hess Select
10584,US,"This wine starts on intense aromas of charred oak and roasted nuts. It eventually gives way to stone fruits and marmalade that, while soft on the nose, are stronger on the fruit-forward palate. Nutty flavors and rough oak seem out of place among the fresh fruit and viscous mouthfeel, and makes for a long yet disjointed finish.",84,25.0,Virginia,Carrie Dykes,Horton 2015 Petit Manseng (Virginia),Petit Manseng,Horton
10585,US,"With the addition of 24% Merlot, this big burly red is simple and soft in its elements of cedar, graphite and soy. The fruit is black and jammy.",84,20.0,California,Virginie Boone,Kirkland Signature 2014 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Kirkland Signature
10586,Uruguay,"This blend of Pinot Noir and Chardonnay is orange in color and smells neutral except for a note of orange peel. On the palate, this has a grabby skins-driven texture. Short flavors of stone fruits are chunky and clunky. Other than having a mild flavor of nectarine, the finish is neutral.",84,20.0,Canelones,Michael Schachner,Marichal 2015 Reserve Collection Blanc de Noir Rosé (Canelones),Rosé,Marichal
10587,Italy,"This wine smells more like an Amarone than a Brunello. Aromas recall nail varnish, raisin, prune and overripe black fruit with whiffs of toast and espresso. The extracted, one-dimensional palate offers black plum, mature blackberries, oak, vanilla, coffee, and the warmth of noticeable alcohol alongside bracing tannins. Overall, it lacks finesse and nuance.",87,93.0,Tuscany,Kerin O’Keefe,Luce della Vite 2009  Brunello di Montalcino,Sangiovese,Luce della Vite
10588,Italy,"This one-dimensional Brunello opens with overripe black fruit aromas. The dense palate offers sweet plum and mature black raspberry layered with notes of vanilla, mocha and balsam. Reflecting the warm vintage, it's shy on intensity and energy so drink soon.",87,45.0,Tuscany,Kerin O’Keefe,Bonacchi 2009  Brunello di Montalcino,Sangiovese,Bonacchi
10589,US,"This 2012 offering—100% Chardonnay that's 40% aged in American, French, and Hungarian oak—has notes of tangerine, pear, and petroleum jelly. The stone fruit flavors are sweet and rich, occasionally leaning toward the tropical.",87,17.0,Washington,Sean P. Sullivan,Canoe Ridge 2012 The Expedition Canoe Ridge Estate Vineyard Chardonnay (Horse Heaven Hills),Chardonnay,Canoe Ridge
10590,US,"Blackberry and cherry notes are fresh and primary in this Merlot-based Bordeaux blend, but shaded with interesting notes of coffee and smoke. The palate is juicy and supple with soft, furry tannins that accentuate a velvety mouthfeel. It's a boldly structured wine, but elegantly framed and long on the finish.",87,25.0,New York,Anna Lee C. Iijima,Baiting Hollow Farm Vineyard 2010 Horse Rescue Mirage Red (North Fork of Long Island),Bordeaux-style Red Blend,Baiting Hollow Farm Vineyard
10591,France,"Already an easy, ripe wine, this is fruity, rich and developing well. Its black currant and berry fruits give a sense of freshness, while smoky tannins suggest structure. It's not powerful, but will be very enjoyable. Drink from 2017.",87,20.0,Bordeaux,Roger Voss,Château Blaignan 2011  Médoc,Bordeaux-style Red Blend,Château Blaignan
10592,France,"This wine is maturing well, giving a firm, structure and some stalkiness. It's dry and will remain that way, showing some mineral texture as well as black currant flavors. The wine will be at its best in 2015.",87,40.0,Bordeaux,Roger Voss,Château de la Grenière 2008  Lussac Saint-Émilion,Bordeaux-style Red Blend,Château de la Grenière
10594,Argentina,"Raspberry, cherry and plum aromas are fresh but a bit raw. Racy and clean on the palate, it has ripe, sweet-leaning flavors of blackberry and cherry. A slightly oaky, resiny finish with a chocolate flavor is appropriate.",87,14.0,Mendoza Province,Michael Schachner,Cupcake 2011 Malbec (Mendoza),Malbec,Cupcake
10596,US,"Tart and brambly, this carries well-integrated streaks of earth and bark along with the light berry flavors. At first the tannins feel a bit rough, but the wine smoothes out and lightens up into a fresh, fruity finish.",87,35.0,Washington,Paul Gregutt,Eleven 2011 Sugarloaf Vineyard Mourvèdre (Yakima Valley),Mourvèdre,Eleven
10597,US,"On the plus side are complex aromas of mixed red fruits and fresh herbs. In the mouth the wine feels just a little flat, with a chalky, tannic finish.",87,32.0,Washington,Paul Gregutt,Elsom Cellars 2009 Artz Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Elsom Cellars
10598,Italy,"This starts with aromas that recall a closed cellar; these quickly burn off to reveal dominant oak sensations accented with meat juices and hints of mature black plum. The palate offers sweet, almost sugared black cherry, espresso and stewed plums alongside astringent wood tannins. It's rather evolved so enjoy soon.",87,65.0,Tuscany,Kerin O’Keefe,Máté 2009  Brunello di Montalcino,Sangiovese,Máté
10599,US,"Rich black-cherry pie, vanilla and spice notes mark this intensely aromatic Bordeaux-style blend made of 60% Cabernet Franc augmented with equal proportions of Cabernet Sauvignon and Merlot. The palate is bright with tart sour-cherry flavor wrapped in layers of velvety smooth tannins. Finishes moderately long.",87,45.0,New York,Anna Lee C. Iijima,McGregor 2010 Rob Roy Red (Finger Lakes),Bordeaux-style Red Blend,McGregor
10600,Italy,"Made from the grape of the same name, this Freisa from Piedmont offers fragrances of blue flower and berry. The palate delivers ripe raspberry and tart cherry along with a hint of spice. Pair it with savory quiche recipes or grilled chicken.",87,22.0,Piedmont,Kerin O’Keefe,Pasquale Pelissero 2011 La Ferma Freisa (Langhe),Freisa,Pasquale Pelissero
10601,Italy,"Intriguing scents of pressed flower, dried orchard fruit and aromatic herb unfold in the glass. The savory, medium-bodied palate shows nice depth, offering candied citrus, dill, apple, kiwi and toasted almond. Zesty acidity provides balance and freshness. This is an impressive effort, especially for the 2014 vintage.",91,20.0,Lombardy,Kerin O’Keefe,Cà dei Frati 2014 I Frati  (Lugana),Turbiana,Cà dei Frati
10602,US,"Big flavors, lots of body and a smooth, almost thick texture make this a bold wine, yet it also has good underlying acidity to keep it from being heavy. The aroma is quite earthy when first uncorked but that goes away with airing and the buttery and ripe fruit flavors come through and stay lingering on the finish.",91,22.0,California,Jim Gordon,Chacewater 2014 Chardonnay (Lake County),Chardonnay,Chacewater
10603,France,"With Hubert de Bouärd (whose family owns Château Angélus in Bordeaux) as consultant, this estate has produced a ripe wine that has the crispest, purest fruit flavors. Red berries and apples shoot through the lightly tannic texture. The wine will be better from late 2016.",91,19.0,Provence,Roger Voss,Château de Berne 2015 Impatience Rosé (Côtes de Provence),Rosé,Château de Berne
10604,France,"Pale in the extreme, this wood-aged wine is a sister to the estate's top cuvée, Garrus. This wine is maybe less intense and more approachable when young, although still with the same beautiful fruit. Red berries shine through the edge of toastiness and spice, balanced by good acidity.",91,65.0,Provence,Roger Voss,Château d'Esclans 2014 Les Clans Rosé (Côtes de Provence),Rosé,Château d'Esclans
10605,France,"Named after the chalky land where the grapes for this wine are grown, this is a ripe, red-fruit-flavored wine, It also has a tight, mineral texture that comes from the terrain, a crisp edge and packed acidity. Winemaker Charles Rouy has made what is almost a rosé to age and will certainly be better from the end of 2016.",91,29.0,Provence,Roger Voss,Château d'Ollières 2015 Haut de l'Autin Rosé (Coteaux Varois),Rosé,Château d'Ollières
10606,France,"This wood-aged blend of Rolle and Ugni Blanc comes from selected parcels on the ancient estate Hubert Rouy began renovating in 2003. It is smooth, rich and full of toasty flavors as well as ripe, tropical fruits. It can be drunk now although it will be so much better from 2017.",91,39.0,Provence,Roger Voss,Château d'Ollières 2015 Haut du Pigeonnier White (Coteaux Varois),Provence white blend,Château d'Ollières
10607,France,"The palest pink-grey in color, this wine is light and based completely around crisp fruitiness. A buoyant, lively character gains some depth from lemon zest and spice. The aftertaste of this refreshing wine is tight and perfumed.",91,30.0,Provence,Roger Voss,Château Minuty 2015 Minuty Prestige Rosé (Côtes de Provence),Rosé,Château Minuty
10608,France,"Unusually, Tibouren (a red grape more often found further east near Nice) forms part of the blend of this wine along with white Clairette. The mix gives a spicy, very perfumed wine that has ripe apricot and raspberry fruits. A strong peppery undertow suggests this is more of a food wine.",91,40.0,Provence,Roger Voss,Château Roubine 2015 Inspire Rosé (Côtes de Provence),Rosé,Château Roubine
10609,France,"This is a soft, pepper and red-fruit-flavored wine. Crisp acidity is well integrated into the tangy, mineral texture. The wine has a rich, concentrated feel, perhaps from the low-yield organically farmed vines. It offers a floral, aromatic aftertaste.",91,29.0,Provence,Roger Voss,Château Sainte Marguerite 2015 Symphony Rosé (Côtes de Provence La Londe),Rosé,Château Sainte Marguerite
10610,US,"Blueberry pie, black plum, licorice and a touch of tobacco show on the inviting nose of this solid bottling from the Morgan Hill producer. The palate is very well integrated and delicious, with blackberry jam, vanilla cookies and strong espresso flavors, framed by sticky, prominent tannins.",91,28.0,California,Matt Kettmann,Clos LaChance 2013 Reserve Petite Sirah (Central Coast),Petite Sirah,Clos LaChance
10611,France,"Created by Knights Templar in the 13th century, the estate now consists of 160 acres of vines. This wine has a strong sense of structure, with a zesty tang as well as tannins that enhance the fruitiness of this intense and juicy wine.",91,19.0,Provence,Roger Voss,Commanderie de la Bargemone 2015 Rosé (Coteaux d'Aix-en-Provence),Rosé,Commanderie de la Bargemone
10612,US,"Light, bright and zesty acidity brighten this otherwise structured and concentrated wine made from heirloom selections of the variety. Measured amounts of stone fruit, oyster shell and salty minerality complement youthful weight, finding plenty of balance in the end.",91,60.0,California,Virginie Boone,Etude 2013 Heirloom Grace Benoist Ranch Estate Grown Chardonnay (Carneros),Chardonnay,Etude
10613,US,"A sense of depth and gravity imbues this full-bodied and richly flavored wine. It smells woodsy and mushroomy along with lots of ripe plum. It feels broad and plump on the palate, is nicely supported by moderate tannins and acidity, and has a lingering finish.",91,50.0,California,Jim Gordon,Expression 39 2013 Ordway Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Expression 39
10614,Argentina,"With an opaque purple color and grapy, full aromas of blackberry Kool-Aid and cassis, this ripe Bordeaux blend is plump, chewy and a touch soft on the palate. Toasty but largely generic black-fruit flavors finish blackened, with a note of creosote, heat and drawing tannins. Drink through 2019.",91,42.0,Mendoza Province,Michael Schachner,Fabre Montmayou 2012 Grand Vin Red (Mendoza),Bordeaux-style Red Blend,Fabre Montmayou
10615,US,"Peppery spice and a nose of violets and roses mark the entry and midpalate of this wine, priced moderately for the appellation. Layered, with a twinge of yeasty baked bread, it has a strong personality, stemmy and feral, with a lasting linger of grenadine.",91,40.0,California,Virginie Boone,Fritz 2013 Pinot Noir (Russian River Valley),Pinot Noir,Fritz
10616,Argentina,"Earthy, mossy, cedary aromas of berry fruits come with spice and coffee notes. This is fairly high in tartaric acid, so it scrapes across the palate. Quick-passing flavors of wild berry fruits and plum are toasty and lightly herbal, while the finish on this Cabernet Sauvignon blend is tight, spicy and grating in feel. Drink through 2022.",91,55.0,Mendoza Province,Michael Schachner,Valentin Bianchi 2012 Enzo Bianchi Red,Bordeaux-style Red Blend,Valentin Bianchi
10617,Austria,"Slightly more earthy pear fruit appears on the nose. The palate bounces with freshness and verve, fizzing with a little white pepper here and there. The core is textured and shows some concentration with real citric force. Lovely on its own, even better with food. Simply lovely.",91,18.0,Vienna,Anne Krebiehl MW,Wieninger 2015 Wiener Grüner Veltliner (Vienna),Grüner Veltliner,Wieninger
10618,US,"From a tremendous site, Crossfire displays bold, brawny and extracted black fruit, from blackberry to black currant. Polished tannins still need time to mellow, suggesting further time in the cellar, through 2023. A strong streak of brushy sage, cedar and menthol rises midway on the wine, peaking on the finish.",91,112.0,California,Virginie Boone,World's End 2013 Crossfire Beckstoffer Georges III Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,World's End
10619,Spain,"Earthy berry, spice, leather and vanilla aromas are textbook for the region. This Crianza feels fresh but sturdy, with meaty tannins. Briar, cherry and medicinal plum and berry flavors finish with sweeping chocolate and brambly spice notes.",91,21.0,Northern Spain,Michael Schachner,Torres 2012 Celeste Crianza  (Ribera del Duero),Tempranillo,Torres
10620,US,"Cut apple, sliced nectarine and crisp citrus elements meet with sourdough yeast, slight jasmine, chamomile and dried dandelion on the nose of this wine from the El Jabali and La Encantada vineyards. The palate is slightly sour, with tight green apple, baking soda and lime flesh flavors.",91,60.0,California,Matt Kettmann,Alma Rosa 2013 Blanc de Blancs Methode Champenoise Sparkling (Sta. Rita Hills),Sparkling Blend,Alma Rosa
10621,US,"Aromas of pure black fruit, slightly burned toast, concentrated plum, black cherries and a touch of espresso show on this study of a rarely standalone grape. The palate is firm with chewy tannins yet approachable in flavors, offering dried elderberries, coffee beans, burned caramel flavors.",91,36.0,California,Matt Kettmann,Ancient Peaks 2012 Margarita Vineyard Petit Verdot (Paso Robles),Petit Verdot,Ancient Peaks
10622,US,"With a healthy whack of Merlot (22%), this drinks a bit more like a Bordeaux blend than a varietal wine. It enchants with aromas of high-toned herbs, coffee, toasty oak and red cherry. The cherry and black fruit flavors are layered and tightly wound, with a pleasing mouthfeel. The tannins need time to unwind.",91,42.0,Washington,Sean P. Sullivan,Auclair 2013 Artz Vineyard Cabernet Franc (Red Mountain),Cabernet Franc,Auclair
10623,US,"A blend of Merlot (73%), Cabernet Franc (24%) and Petit Verdot, it rises from the glass with aromas of cedar, flowers and red and black fruit. The black-fruit flavors are dense but deft, with firm tannins backing them up.",91,39.0,Washington,Sean P. Sullivan,Auclair 2013 Right Blend Artz Vineyard Red (Red Mountain),Bordeaux-style Red Blend,Auclair
10624,US,"A fabulous blend of Zinfandel, Sangiovese and Syrah, this wine has earthy, dried herb aromas, dense fruit and dark chocolate flavors and considerable soothing tannins. It is dry in style, not too full-bodied, and has a lingering finish. Needs time to mature, and will best after 2018.",91,24.0,California,Jim Gordon,Naggiar 2013 Mistero Red (Sierra Foothills),Red Blend,Naggiar
10625,France,"One of the cru classé estates of Côtes de Provence, Galoupet goes back to the 17th century. This latest vintage is a blend that includes a whole gallery of grapes. The result is a rich wine that benefits from the warmth of the year. It has kept plenty of bright acidity and red-currant flavors, leaving a tight, mineral, crisp aftertaste.",91,45.0,Provence,Roger Voss,Château du Galoupet 2015 Rosé (Côtes de Provence),Rosé,Château du Galoupet
10626,France,"Located close to Saint-Tropez, the estate is one of the Côtes de Provence growths classified in 1955. This top wine from the estate is ripe and powerful. It has a structure as well as peach and pear fruit flavors, so it could well age. A citrus burst at the end adds an attractive lift.",91,45.0,Provence,Roger Voss,Château Saint-Maur 2015 L'Excellence Rosé (Côtes de Provence),Rosé,Château Saint-Maur
10627,US,"An intriguingly and wondrously unique nose offers baked plum, shaved kola nut, pressed red rose buds, cinnamon and dried tea leaves. The palate carries that array of scents forward, showing root beer and more kola nut as well as tobacco lead, slate and slightly sour black plum skins.",91,48.0,California,Matt Kettmann,Chêne 2014 Pinot Noir (Edna Valley),Pinot Noir,Chêne
10628,Italy,"Fragrant white flower, yellow stone fruit and dried herb aromas open. The vibrant, elegant palate offers mature yellow apple, creamy white peach and mineral alongside bright acidity. A white almond note closes the lingering finish.",91,22.0,Lombardy,Kerin O’Keefe,Citari 2015 Conchiglia  (Lugana),Turbiana,Citari
10629,US,"The aromas start out quite brooding, opening to reveal notes of green pepper, vanilla, wood spice, powdered cayenne and dark cherry. The flavors are lithe and polished, with cherry, vanilla and coffee interweaving throughout to an extended finish. It comes off as oak heavy but still impresses.",91,80.0,Washington,Sean P. Sullivan,Den Hoed 2012 Andreas Wallula Vineyard Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Den Hoed
10630,France,"Although this is labeled as Vin de France, its fruit comes from the La Bégude estate in Bandol. With one year's aging, it is full, soft and ripe with generous strawberry flavors. Dark in color, it may not follow the trend in Provence for pale rosés and its taste is rich and full bodied. The acidity at the end gives the necessary freshness.",91,40.0,France Other,Roger Voss,Domaine de la Bégude 2014 L'Irréductible Rosé (Vin de France),Rosé,Domaine de la Bégude
10639,Israel,"Delicate aromas of toasted egg bread, baked apple and orange rind dance in the bouquet, while the brisk and effervescent mouth shows more red apple-skin flavor alongside acidic notes of pineapple core and lime zest. Balanced and refreshing.",87,25.0,Galilee,Lauren Buzzeo,Golan Heights Winery 2005 Yarden Blanc de Blancs Brut Chardonnay (Galilee),Chardonnay,Golan Heights Winery
10641,New Zealand,"A light-bodied, delicate style of Pinot Noir, with pretty cherry fruit and plenty of forest and earth complexity. Silky on the finish, with hints of tea leaf. Probably best over the next year or two.",87,15.0,Marlborough,Joe Czerwinski,Ara 2009 Pinot Noir (Marlborough),Pinot Noir,Ara
10644,US,"Tart, with brambly berry fruit, and even a bit of apricot. This was a cool year in Walla Walla, and the fruit flavors reflect that.",87,40.0,Washington,Paul Gregutt,Basel Cellars 2008 Pheasant Run Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Basel Cellars
10645,Israel,"A soft acetone streak permeates the red cherry- and berry-driven bouquet, while red fruit and pomegranate flavors dominate the palate. A slightly twiggy herbal accent adds depth and staying power to the finish. Drink now.",87,60.0,Galilee,Lauren Buzzeo,Bazelet HaGolan 2007 Reserve Merlot (Galilee),Merlot,Bazelet HaGolan
10646,US,"Almost tropical in style, with abundantly ripe mango and pineapple on the nose and palate, this semidry Riesling is irresistibly lush and fruity. Zippy tangerine acidity and a zesty orange peel note provides refreshing restraint on the finish.",87,18.0,New York,Anna Lee C. Iijima,Belhurst 2010 Semi-Dry Riesling (Seneca Lake),Riesling,Belhurst
10648,US,"Scents of bacon fat from the new French oak introduce a tight young wine. The cured meat aromas and flavors somehow suggest a splash of Syrah in the blend, though none is noted. Give it a couple more years to smooth out and let the fruit come through.",87,30.0,Washington,Paul Gregutt,William Church 2008 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,William Church
10650,US,"This popular Chardonnay gives you a generous burst of buttered nuts and toast, the flavors many consumers want in their Chardonnays. Not much going on in the fruit department—just clean, tart green apples, with a sharp, acidic edge.",87,15.0,Washington,Paul Gregutt,Columbia Crest 2009 H3 Chardonnay (Horse Heaven Hills),Chardonnay,Columbia Crest
10651,Spain,"After an aromatic opening that includes wet leather, rubber and brine, this wine finds its stride, and while it's firmly tannic, the flavors of dark fruits, tomato, herbs, tobacco and cured meats do the trick. It gets better the longer it sits; drink now but give it as much air as possible.",87,32.0,Northern Spain,Michael Schachner,Convento San Francisco 2006  Ribera del Duero,Tinto del Pais,Convento San Francisco
